transaction_id,user_id,transaction_amount,transaction_time,transaction_type,merchant_category,is_fraud
69,698,9741.09,2024-06-14 16:06:50.976357,transfer,groceries,0
70,754,4222.23,2024-06-14 16:07:50.976357,purchase,travel,0
71,793,1954.14,2024-06-14 16:08:50.976357,purchase,electronics,0
72,246,6062.41,2024-06-14 16:09:50.976357,payment,entertainment,0
73,200,4679.87,2024-06-14 16:10:50.976357,payment,clothing,1
74,572,8797.9,2024-06-14 16:11:50.976357,withdrawal,entertainment,0
75,762,8334.67,2024-06-14 16:12:50.976357,transfer,travel,0
76,257,1169.62,2024-06-14 16:13:50.976357,purchase,groceries,0
77,682,4023.96,2024-06-14 16:14:50.976357,purchase,entertainment,0
78,766,6127.91,2024-06-14 16:15:50.976357,transfer,entertainment,0
79,384,1820.87,2024-06-14 16:16:50.976357,transfer,entertainment,0
80,490,2308.78,2024-06-14 16:17:50.976357,purchase,clothing,0
81,631,3799.41,2024-06-14 16:18:50.976357,withdrawal,groceries,0
82,327,3832.14,2024-06-14 16:19:50.976357,withdrawal,entertainment,0
83,285,316.13,2024-06-14 16:20:50.976357,withdrawal,groceries,0
84,278,5803.04,2024-06-14 16:21:50.976357,withdrawal,travel,0
85,378,7735.64,2024-06-14 16:22:50.976357,purchase,clothing,0
86,589,8810.51,2024-06-14 16:23:50.976357,transfer,electronics,0
87,743,8800.39,2024-06-14 16:24:50.976357,transfer,electronics,0
88,256,1138.37,2024-06-14 16:25:50.976357,purchase,travel,0
89,706,9703.27,2024-06-14 16:26:50.976357,withdrawal,electronics,0
90,802,4139.45,2024-06-14 16:27:50.976357,purchase,entertainment,0
91,100,2556.0,2024-06-14 16:28:50.976357,purchase,groceries,0
92,543,2467.27,2024-06-14 16:29:50.976357,withdrawal,travel,0
93,149,9588.62,2024-06-14 16:30:50.976357,transfer,electronics,0
94,810,662.02,2024-06-14 16:31:50.976357,withdrawal,travel,0
95,760,8227.64,2024-06-14 16:32:50.976357,withdrawal,entertainment,0
96,508,7594.55,2024-06-14 16:33:50.976357,purchase,electronics,0
97,802,6776.35,2024-06-14 16:34:50.976357,withdrawal,groceries,0
98,926,7081.21,2024-06-14 16:35:50.976357,transfer,entertainment,0
99,580,4695.76,2024-06-14 16:36:50.976357,payment,travel,0
100,871,2419.49,2024-06-14 16:37:50.976357,payment,clothing,0
101,391,7937.94,2024-06-14 16:38:50.976357,payment,electronics,0
102,840,6164.62,2024-06-14 16:39:50.976357,transfer,travel,0
103,765,3494.65,2024-06-14 16:40:50.976357,payment,clothing,0
104,788,2144.2,2024-06-14 16:41:50.976357,purchase,travel,0
105,721,2038.25,2024-06-14 16:42:50.976357,payment,clothing,1
106,705,6917.7,2024-06-14 16:43:50.976357,withdrawal,travel,0
107,647,7801.84,2024-06-14 16:44:50.976357,payment,groceries,0
108,760,2904.63,2024-06-14 16:45:50.976357,transfer,groceries,0
109,726,3260.78,2024-06-14 16:46:50.976357,withdrawal,groceries,0
110,781,641.38,2024-06-14 16:47:50.976357,withdrawal,clothing,0
111,231,5365.48,2024-06-14 16:48:50.976357,payment,clothing,0
112,853,8988.54,2024-06-14 16:49:50.976357,payment,clothing,0
113,557,1665.47,2024-06-14 16:50:50.976357,withdrawal,clothing,0
114,939,1376.08,2024-06-14 16:51:50.976357,purchase,groceries,0
115,714,2177.11,2024-06-14 16:52:50.976357,transfer,travel,0
116,412,9114.68,2024-06-14 16:53:50.976357,withdrawal,travel,0
117,897,1022.36,2024-06-14 16:54:50.976357,payment,groceries,0
118,866,3852.36,2024-06-14 16:55:50.976357,purchase,entertainment,0
119,422,6280.14,2024-06-14 16:56:50.976357,withdrawal,clothing,0
120,642,9493.68,2024-06-14 16:57:50.976357,purchase,clothing,0
121,670,1593.89,2024-06-14 16:58:50.976357,purchase,electronics,0
122,705,4253.77,2024-06-14 16:59:50.976357,purchase,travel,0
123,796,2799.24,2024-06-14 17:00:50.976357,payment,clothing,0
124,921,2952.62,2024-06-14 17:01:50.976357,purchase,clothing,0
125,566,174.12,2024-06-14 17:02:50.976357,transfer,clothing,0
126,771,2948.5,2024-06-14 17:03:50.976357,payment,entertainment,0
127,376,6527.45,2024-06-14 17:04:50.976357,transfer,clothing,0
128,880,4003.92,2024-06-14 17:05:50.976357,purchase,groceries,1
129,833,696.89,2024-06-14 17:06:50.976357,withdrawal,entertainment,0
130,421,9553.8,2024-06-14 17:07:50.976357,transfer,clothing,0
131,360,8353.56,2024-06-14 17:08:50.976357,withdrawal,electronics,0
132,907,6566.24,2024-06-14 17:09:50.976357,withdrawal,groceries,0
133,215,4427.0,2024-06-14 17:10:50.976357,transfer,electronics,0
134,545,4099.48,2024-06-14 17:11:50.976357,withdrawal,entertainment,0
135,913,9728.65,2024-06-14 17:12:50.976357,transfer,entertainment,0
136,922,8265.82,2024-06-14 17:13:50.976357,payment,entertainment,1
137,500,9489.08,2024-06-14 17:14:50.976357,transfer,entertainment,0
138,158,7476.06,2024-06-14 17:15:50.976357,withdrawal,clothing,1
139,257,5169.45,2024-06-14 17:16:50.976357,payment,electronics,0
140,432,6374.1,2024-06-14 17:17:50.976357,payment,groceries,0
141,527,9527.65,2024-06-14 17:18:50.976357,withdrawal,groceries,0
142,821,1679.19,2024-06-14 17:19:50.976357,payment,electronics,0
143,511,3721.19,2024-06-14 17:20:50.976357,payment,entertainment,0
144,482,1115.41,2024-06-14 17:21:50.976357,transfer,groceries,0
145,717,6124.42,2024-06-14 17:22:50.976357,purchase,clothing,1
146,174,934.01,2024-06-14 17:23:50.976357,payment,groceries,0
147,830,6019.01,2024-06-14 17:24:50.976357,withdrawal,travel,0
148,754,2652.29,2024-06-14 17:25:50.976357,withdrawal,electronics,0
149,181,8673.85,2024-06-14 17:26:50.976357,payment,electronics,0
150,124,483.22,2024-06-14 17:27:50.976357,withdrawal,travel,0
151,836,5913.67,2024-06-14 17:28:50.976357,transfer,travel,0
152,430,4744.97,2024-06-14 17:29:50.976357,purchase,electronics,0
153,848,9239.66,2024-06-14 17:30:50.976357,transfer,electronics,0
154,127,5789.67,2024-06-14 17:31:50.976357,purchase,travel,0
155,321,4779.4,2024-06-14 17:32:50.976357,withdrawal,electronics,0
156,373,5759.61,2024-06-14 17:33:50.976357,payment,entertainment,0
157,596,5519.73,2024-06-14 17:34:50.976357,transfer,groceries,0
158,498,3740.37,2024-06-14 17:35:50.976357,payment,groceries,0
159,803,7461.53,2024-06-14 17:36:50.976357,purchase,clothing,0
160,207,9149.38,2024-06-14 17:37:50.976357,withdrawal,groceries,0
161,743,4751.83,2024-06-14 17:38:50.976357,withdrawal,groceries,0
162,572,5922.52,2024-06-14 17:39:50.976357,transfer,clothing,0
163,558,171.56,2024-06-14 17:40:50.976357,transfer,electronics,0
164,475,6713.14,2024-06-14 17:41:50.976357,withdrawal,clothing,0
165,178,2331.95,2024-06-14 17:42:50.976357,withdrawal,electronics,0
166,606,3280.36,2024-06-14 17:43:50.976357,payment,entertainment,0
167,965,9905.43,2024-06-14 17:44:50.976357,withdrawal,groceries,0
168,669,6315.81,2024-06-14 17:45:50.976357,payment,clothing,0
169,459,4755.5,2024-06-14 17:46:50.976357,purchase,clothing,0
170,248,1393.24,2024-06-14 17:47:50.976357,withdrawal,groceries,0
171,577,5208.1,2024-06-14 17:48:50.976357,purchase,electronics,1
172,861,3859.71,2024-06-14 17:49:50.976357,withdrawal,groceries,0
173,356,8555.24,2024-06-14 17:50:50.976357,purchase,entertainment,0
174,817,8146.25,2024-06-14 17:51:50.976357,purchase,electronics,0
175,759,3339.76,2024-06-14 17:52:50.976357,transfer,entertainment,0
176,799,7897.53,2024-06-14 17:53:50.976357,withdrawal,electronics,0
177,777,7324.18,2024-06-14 17:54:50.976357,withdrawal,entertainment,0
178,649,4158.26,2024-06-14 17:55:50.976357,transfer,groceries,0
179,689,3012.43,2024-06-14 17:56:50.976357,purchase,electronics,0
180,493,8736.69,2024-06-14 17:57:50.976357,withdrawal,electronics,0
181,726,6601.49,2024-06-14 17:58:50.976357,transfer,clothing,0
182,558,6926.31,2024-06-14 17:59:50.976357,transfer,travel,0
183,614,4481.15,2024-06-14 18:00:50.976357,purchase,groceries,0
184,759,3852.0,2024-06-14 18:01:50.976357,transfer,entertainment,0
185,799,5802.69,2024-06-14 18:02:50.976357,transfer,groceries,0
186,915,4121.91,2024-06-14 18:03:50.976357,payment,groceries,0
187,974,4820.83,2024-06-14 18:04:50.976357,payment,electronics,0
188,736,2966.84,2024-06-14 18:05:50.976357,withdrawal,travel,0
189,193,2439.24,2024-06-14 18:06:50.976357,purchase,electronics,0
190,765,4905.58,2024-06-14 18:07:50.976357,withdrawal,groceries,0
191,763,3639.14,2024-06-14 18:08:50.976357,purchase,travel,1
192,685,5479.68,2024-06-14 18:09:50.976357,payment,clothing,1
193,612,5578.84,2024-06-14 18:10:50.976357,transfer,clothing,0
194,312,7532.92,2024-06-14 18:11:50.976357,transfer,electronics,0
195,622,6507.33,2024-06-14 18:12:50.976357,withdrawal,clothing,0
196,237,1703.58,2024-06-14 18:13:50.976357,transfer,groceries,0
197,112,3877.57,2024-06-14 18:14:50.976357,transfer,travel,0
198,339,7071.36,2024-06-14 18:15:50.976357,payment,travel,0
199,491,6046.87,2024-06-14 18:16:50.976357,transfer,electronics,0
200,921,9793.93,2024-06-14 18:17:50.976357,purchase,entertainment,0
201,814,4014.71,2024-06-14 18:18:50.976357,withdrawal,travel,1
202,933,9168.77,2024-06-14 18:19:50.976357,withdrawal,entertainment,0
203,774,562.61,2024-06-14 18:20:50.976357,payment,clothing,0
204,479,580.21,2024-06-14 18:21:50.976357,payment,clothing,0
205,242,4688.9,2024-06-14 18:22:50.976357,transfer,clothing,0
206,906,6503.9,2024-06-14 18:23:50.976357,purchase,electronics,0
207,100,5348.36,2024-06-14 18:24:50.976357,transfer,electronics,0
208,153,4255.66,2024-06-14 18:25:50.976357,withdrawal,entertainment,0
209,836,8023.56,2024-06-14 18:26:50.976357,purchase,electronics,0
210,700,6055.55,2024-06-14 18:27:50.976357,purchase,travel,0
211,564,6911.07,2024-06-14 18:28:50.976357,withdrawal,electronics,0
212,857,3378.45,2024-06-14 18:29:50.976357,purchase,groceries,0
213,928,1120.56,2024-06-14 18:30:50.976357,transfer,clothing,0
214,840,9385.46,2024-06-14 18:31:50.976357,purchase,electronics,0
215,138,8123.58,2024-06-14 18:32:50.976357,payment,entertainment,0
216,847,2549.71,2024-06-14 18:33:50.976357,payment,groceries,0
217,678,3067.47,2024-06-14 18:34:50.976357,withdrawal,travel,0
218,671,4996.97,2024-06-14 18:35:50.976357,payment,groceries,0
219,866,9473.07,2024-06-14 18:36:50.976357,purchase,clothing,0
220,742,6675.85,2024-06-14 18:37:50.976357,transfer,entertainment,0
221,310,1103.04,2024-06-14 18:38:50.976357,payment,clothing,0
222,413,9624.55,2024-06-14 18:39:50.976357,purchase,entertainment,0
223,251,6370.47,2024-06-14 18:40:50.976357,transfer,travel,0
224,546,9310.55,2024-06-14 18:41:50.976357,payment,clothing,0
225,737,3780.84,2024-06-14 18:42:50.976357,withdrawal,entertainment,1
226,596,7429.08,2024-06-14 18:43:50.976357,payment,entertainment,0
227,457,1307.84,2024-06-14 18:44:50.976357,payment,entertainment,0
228,791,2075.25,2024-06-14 18:45:50.976357,withdrawal,travel,1
229,497,7251.36,2024-06-14 18:46:50.976357,transfer,groceries,0
230,526,743.01,2024-06-14 18:47:50.976357,payment,entertainment,0
231,443,4932.11,2024-06-14 18:48:50.976357,payment,clothing,1
232,321,9483.93,2024-06-14 18:49:50.976357,withdrawal,clothing,0
233,840,973.73,2024-06-14 18:50:50.976357,purchase,entertainment,1
234,608,614.67,2024-06-14 18:51:50.976357,withdrawal,electronics,0
235,991,3163.27,2024-06-14 18:52:50.976357,purchase,electronics,0
236,161,8142.92,2024-06-14 18:53:50.976357,purchase,electronics,0
237,368,6688.08,2024-06-14 18:54:50.976357,transfer,electronics,0
238,546,754.95,2024-06-14 18:55:50.976357,payment,groceries,0
239,260,5922.19,2024-06-14 18:56:50.976357,purchase,clothing,0
240,339,3870.53,2024-06-14 18:57:50.976357,withdrawal,travel,0
241,388,713.62,2024-06-14 18:58:50.976357,withdrawal,travel,0
242,206,134.39,2024-06-14 18:59:50.976357,purchase,electronics,0
243,401,5537.66,2024-06-14 19:00:50.976357,transfer,travel,0
244,722,7699.98,2024-06-14 19:01:50.976357,purchase,clothing,0
245,972,9311.57,2024-06-14 19:02:50.976357,transfer,travel,0
246,545,7885.4,2024-06-14 19:03:50.976357,withdrawal,travel,0
247,305,2712.7,2024-06-14 19:04:50.976357,withdrawal,electronics,0
248,767,5482.22,2024-06-14 19:05:50.976357,payment,entertainment,0
249,198,952.08,2024-06-14 19:06:50.976357,withdrawal,clothing,0
250,909,5790.04,2024-06-14 19:07:50.976357,purchase,entertainment,0
251,522,3846.33,2024-06-14 19:08:50.976357,purchase,clothing,0
252,258,7653.39,2024-06-14 19:09:50.976357,payment,travel,0
253,653,297.21,2024-06-14 19:10:50.976357,purchase,groceries,0
254,554,6257.03,2024-06-14 19:11:50.976357,payment,travel,0
255,938,2534.28,2024-06-14 19:12:50.976357,payment,electronics,0
256,966,7439.21,2024-06-14 19:13:50.976357,purchase,entertainment,0
257,589,9876.5,2024-06-14 19:14:50.976357,payment,travel,0
258,875,7708.15,2024-06-14 19:15:50.976357,purchase,travel,0
259,162,1053.29,2024-06-14 19:16:50.976357,payment,clothing,0
260,966,2151.25,2024-06-14 19:17:50.976357,transfer,groceries,0
261,263,1953.53,2024-06-14 19:18:50.976357,transfer,electronics,0
262,199,4326.21,2024-06-14 19:19:50.976357,transfer,groceries,0
263,942,1112.54,2024-06-14 19:20:50.976357,payment,entertainment,0
264,929,9888.7,2024-06-14 19:21:50.976357,withdrawal,entertainment,0
265,414,5442.81,2024-06-14 19:22:50.976357,transfer,travel,0
266,145,664.96,2024-06-14 19:23:50.976357,payment,entertainment,0
267,283,3507.58,2024-06-14 19:24:50.976357,purchase,electronics,1
268,583,3482.18,2024-06-14 19:25:50.976357,withdrawal,entertainment,0
269,659,5373.97,2024-06-14 19:26:50.976357,withdrawal,travel,0
270,225,151.58,2024-06-14 19:27:50.976357,transfer,clothing,0
271,151,8714.92,2024-06-14 19:28:50.976357,transfer,entertainment,0
272,242,2086.65,2024-06-14 19:29:50.976357,withdrawal,electronics,0
273,374,6859.43,2024-06-14 19:30:50.976357,withdrawal,travel,0
274,297,8274.13,2024-06-14 19:31:50.976357,payment,electronics,0
275,543,5602.81,2024-06-14 19:32:50.976357,transfer,groceries,0
276,293,1866.95,2024-06-14 19:33:50.976357,transfer,groceries,0
277,911,4746.65,2024-06-14 19:34:50.976357,transfer,clothing,0
278,507,7082.16,2024-06-14 19:35:50.976357,transfer,travel,0
279,865,798.57,2024-06-14 19:36:50.976357,transfer,clothing,0
280,300,3721.37,2024-06-14 19:37:50.976357,transfer,groceries,0
281,241,9237.53,2024-06-14 19:38:50.976357,purchase,groceries,0
282,463,1401.67,2024-06-14 19:39:50.976357,payment,travel,0
283,339,6585.68,2024-06-14 19:40:50.976357,transfer,groceries,0
284,507,3290.51,2024-06-14 19:41:50.976357,withdrawal,entertainment,0
285,705,5467.5,2024-06-14 19:42:50.976357,payment,entertainment,0
286,202,5595.38,2024-06-14 19:43:50.976357,payment,entertainment,0
287,377,1763.43,2024-06-14 19:44:50.976357,transfer,entertainment,0
288,637,6100.84,2024-06-14 19:45:50.976357,transfer,travel,0
289,100,3235.19,2024-06-14 19:46:50.976357,payment,travel,0
290,403,2896.51,2024-06-14 19:47:50.976357,withdrawal,groceries,0
291,133,9847.97,2024-06-14 19:48:50.976357,transfer,clothing,0
292,330,4425.25,2024-06-14 19:49:50.976357,transfer,groceries,0
293,574,688.91,2024-06-14 19:50:50.976357,withdrawal,groceries,0
294,687,7123.56,2024-06-14 19:51:50.976357,purchase,groceries,0
295,514,5514.01,2024-06-14 19:52:50.976357,transfer,electronics,0
296,424,6286.4,2024-06-14 19:53:50.976357,transfer,groceries,0
297,762,5885.93,2024-06-14 19:54:50.976357,payment,electronics,0
298,147,4587.52,2024-06-14 19:55:50.976357,payment,groceries,0
299,401,780.1,2024-06-14 19:56:50.976357,transfer,entertainment,0
300,768,5250.48,2024-06-14 19:57:50.976357,purchase,electronics,0
301,470,2835.71,2024-06-14 19:58:50.976357,purchase,electronics,0
302,821,206.14,2024-06-14 19:59:50.976357,purchase,clothing,1
303,680,9536.92,2024-06-14 20:00:50.976357,withdrawal,travel,0
304,212,3177.75,2024-06-14 20:01:50.976357,transfer,travel,0
305,466,6577.7,2024-06-14 20:02:50.976357,payment,travel,0
306,852,2624.59,2024-06-14 20:03:50.976357,payment,clothing,1
307,237,4106.92,2024-06-14 20:04:50.976357,payment,groceries,0
308,792,4420.64,2024-06-14 20:05:50.976357,payment,travel,0
309,706,1298.18,2024-06-14 20:06:50.976357,purchase,travel,0
310,599,6073.65,2024-06-14 20:07:50.976357,withdrawal,clothing,0
311,600,8324.75,2024-06-14 20:08:50.976357,payment,groceries,0
312,932,7025.25,2024-06-14 20:09:50.976357,transfer,travel,1
313,768,6830.06,2024-06-14 20:10:50.976357,transfer,electronics,1
314,579,8978.09,2024-06-14 20:11:50.976357,payment,electronics,0
315,928,2288.23,2024-06-14 20:12:50.976357,withdrawal,travel,0
316,193,8674.73,2024-06-14 20:13:50.976357,withdrawal,electronics,0
317,447,5085.67,2024-06-14 20:14:50.976357,withdrawal,entertainment,0
318,507,4308.88,2024-06-14 20:15:50.976357,transfer,electronics,0
319,885,3918.11,2024-06-14 20:16:50.976357,withdrawal,entertainment,0
320,572,8004.22,2024-06-14 20:17:50.976357,purchase,entertainment,0
321,468,5850.95,2024-06-14 20:18:50.976357,transfer,electronics,0
322,991,4718.17,2024-06-14 20:19:50.976357,withdrawal,entertainment,0
323,955,4378.34,2024-06-14 20:20:50.976357,transfer,entertainment,0
324,566,4447.83,2024-06-14 20:21:50.976357,payment,electronics,1
325,401,3561.68,2024-06-14 20:22:50.976357,purchase,travel,0
326,997,7824.57,2024-06-14 20:23:50.976357,withdrawal,travel,0
327,790,3661.37,2024-06-14 20:24:50.976357,purchase,groceries,0
328,439,6722.57,2024-06-14 20:25:50.976357,transfer,electronics,0
329,474,8981.32,2024-06-14 20:26:50.976357,payment,electronics,0
330,974,2242.81,2024-06-14 20:27:50.976357,transfer,entertainment,0
331,793,4103.55,2024-06-14 20:28:50.976357,withdrawal,travel,0
332,366,4955.35,2024-06-14 20:29:50.976357,transfer,entertainment,0
333,859,2775.66,2024-06-14 20:30:50.976357,purchase,travel,0
334,502,4555.5,2024-06-14 20:31:50.976357,payment,clothing,0
335,670,2416.9,2024-06-14 20:32:50.976357,payment,entertainment,1
336,707,7557.01,2024-06-14 20:33:50.976357,transfer,electronics,0
337,715,3997.42,2024-06-14 20:34:50.976357,payment,clothing,0
338,739,3264.18,2024-06-14 20:35:50.976357,purchase,groceries,0
339,955,4709.85,2024-06-14 20:36:50.976357,withdrawal,groceries,0
340,142,9348.08,2024-06-14 20:37:50.976357,transfer,electronics,0
341,423,5980.95,2024-06-14 20:38:50.976357,payment,electronics,1
342,105,6417.23,2024-06-14 20:39:50.976357,payment,clothing,0
343,238,6634.48,2024-06-14 20:40:50.976357,purchase,electronics,0
344,120,8982.07,2024-06-14 20:41:50.976357,transfer,electronics,1
345,249,4998.23,2024-06-14 20:42:50.976357,transfer,groceries,1
346,350,4839.54,2024-06-14 20:43:50.976357,withdrawal,entertainment,1
347,314,7322.51,2024-06-14 20:44:50.976357,payment,electronics,0
348,956,1777.94,2024-06-14 20:45:50.976357,payment,entertainment,0
349,344,5705.3,2024-06-14 20:46:50.976357,payment,clothing,0
350,872,8685.86,2024-06-14 20:47:50.976357,purchase,clothing,0
351,310,2500.73,2024-06-14 20:48:50.976357,payment,electronics,1
352,541,3337.19,2024-06-14 20:49:50.976357,payment,electronics,0
353,724,8573.88,2024-06-14 20:50:50.976357,transfer,groceries,0
354,613,8588.75,2024-06-14 20:51:50.976357,withdrawal,travel,0
355,215,5763.29,2024-06-14 20:52:50.976357,purchase,electronics,0
356,119,1563.51,2024-06-14 20:53:50.976357,withdrawal,electronics,0
357,847,1396.92,2024-06-14 20:54:50.976357,transfer,travel,0
358,268,3883.81,2024-06-14 20:55:50.976357,withdrawal,groceries,0
359,702,1335.56,2024-06-14 20:56:50.976357,purchase,entertainment,0
360,528,4282.12,2024-06-14 20:57:50.976357,withdrawal,clothing,0
361,108,4391.85,2024-06-14 20:58:50.976357,purchase,clothing,0
362,613,7377.91,2024-06-14 20:59:50.976357,purchase,entertainment,0
363,458,4761.77,2024-06-14 21:00:50.976357,payment,electronics,0
364,975,8237.65,2024-06-14 21:01:50.976357,transfer,electronics,0
365,651,518.84,2024-06-14 21:02:50.976357,purchase,travel,0
366,347,8053.64,2024-06-14 21:03:50.976357,payment,clothing,0
367,833,3218.76,2024-06-14 21:04:50.976357,withdrawal,electronics,0
368,852,6260.17,2024-06-14 21:05:50.976357,purchase,groceries,0
369,418,1118.82,2024-06-14 21:06:50.976357,payment,travel,0
370,213,699.12,2024-06-14 21:07:50.976357,purchase,entertainment,0
371,276,6992.24,2024-06-14 21:08:50.976357,transfer,groceries,1
372,610,9174.35,2024-06-14 21:09:50.976357,purchase,groceries,0
373,660,4150.82,2024-06-14 21:10:50.976357,payment,travel,0
374,640,8062.58,2024-06-14 21:11:50.976357,payment,groceries,0
375,434,952.06,2024-06-14 21:12:50.976357,payment,entertainment,1
376,747,5563.47,2024-06-14 21:13:50.976357,purchase,groceries,0
377,518,8705.86,2024-06-14 21:14:50.976357,purchase,clothing,0
378,694,1815.6,2024-06-14 21:15:50.976357,payment,clothing,1
379,854,4634.68,2024-06-14 21:16:50.976357,purchase,travel,0
380,672,615.78,2024-06-14 21:17:50.976357,withdrawal,electronics,1
381,269,6962.4,2024-06-14 21:18:50.976357,payment,electronics,0
382,122,3673.69,2024-06-14 21:19:50.976357,purchase,electronics,0
383,941,1116.36,2024-06-14 21:20:50.976357,transfer,clothing,0
384,724,9989.06,2024-06-14 21:21:50.976357,transfer,electronics,0
385,153,4344.19,2024-06-14 21:22:50.976357,transfer,entertainment,0
386,581,6557.19,2024-06-14 21:23:50.976357,withdrawal,travel,0
387,611,5174.05,2024-06-14 21:24:50.976357,payment,electronics,0
388,576,9803.06,2024-06-14 21:25:50.976357,payment,clothing,0
389,352,5470.69,2024-06-14 21:26:50.976357,transfer,groceries,0
390,924,276.29,2024-06-14 21:27:50.976357,transfer,groceries,0
391,939,9417.0,2024-06-14 21:28:50.976357,withdrawal,electronics,0
392,263,6707.9,2024-06-14 21:29:50.976357,transfer,travel,1
393,637,3755.27,2024-06-14 21:30:50.976357,payment,clothing,0
394,471,2756.39,2024-06-14 21:31:50.976357,payment,clothing,0
