transaction_id,user_id,transaction_amount,transaction_time,transaction_type,merchant_category,is_fraud
36,679,6767.318536370925,2024-06-14 15:33:50.976357,payment,groceries,0
37,223,3957.7493196489118,2024-06-14 15:34:50.976357,transfer,groceries,0
38,971,8018.270670305305,2024-06-14 15:35:50.976357,purchase,groceries,0
39,731,6374.041135302621,2024-06-14 15:36:50.976357,transfer,groceries,0
40,193,2544.930437005468,2024-06-14 15:37:50.976357,payment,electronics,0
41,196,6447.783029435996,2024-06-14 15:38:50.976357,payment,groceries,0
42,353,946.2785523853898,2024-06-14 15:39:50.976357,transfer,travel,0
43,786,7111.224897242704,2024-06-14 15:40:50.976357,withdrawal,entertainment,0
44,517,5995.583231845268,2024-06-14 15:41:50.976357,withdrawal,groceries,0
45,910,2074.1386321839973,2024-06-14 15:42:50.976357,purchase,entertainment,0
46,263,5590.826507572558,2024-06-14 15:43:50.976357,withdrawal,electronics,0
47,909,8769.061469103275,2024-06-14 15:44:50.976357,transfer,clothing,0
48,962,5619.490830890848,2024-06-14 15:45:50.976357,withdrawal,clothing,0
49,912,4516.195958491118,2024-06-14 15:46:50.976357,purchase,electronics,0
50,603,2182.6658654371126,2024-06-14 15:47:50.976357,transfer,clothing,0
51,176,2093.8470438096238,2024-06-14 15:48:50.976357,withdrawal,entertainment,0
52,690,3528.5723442858384,2024-06-14 15:49:50.976357,withdrawal,entertainment,0
53,195,6945.658899579974,2024-06-14 15:50:50.976357,payment,groceries,0
54,276,7636.229119706527,2024-06-14 15:51:50.976357,payment,groceries,0
55,216,7502.732380472617,2024-06-14 15:52:50.976357,withdrawal,clothing,0
56,933,9663.351862807905,2024-06-14 15:53:50.976357,withdrawal,clothing,1
57,689,5894.9697680441695,2024-06-14 15:54:50.976357,withdrawal,travel,1
58,118,6994.378582383172,2024-06-14 15:55:50.976357,transfer,groceries,0
59,653,8596.946008491212,2024-06-14 15:56:50.976357,payment,groceries,0
60,652,9785.72811217001,2024-06-14 15:57:50.976357,purchase,groceries,0
61,543,750.6320442246098,2024-06-14 15:58:50.976357,withdrawal,clothing,0
62,941,1043.361647515529,2024-06-14 15:59:50.976357,transfer,entertainment,0
63,201,5043.169739855365,2024-06-14 16:00:50.976357,payment,entertainment,0
64,616,9952.029850035515,2024-06-14 16:01:50.976357,transfer,travel,1
65,195,2445.8199403440935,2024-06-14 16:02:50.976357,purchase,clothing,0
66,161,2487.4429205540173,2024-06-14 16:03:50.976357,withdrawal,entertainment,0
67,352,4405.535115809455,2024-06-14 16:04:50.976357,payment,travel,0
68,780,9011.590869085074,2024-06-14 16:05:50.976357,purchase,electronics,0
69,698,9751.142253392849,2024-06-14 16:06:50.976357,transfer,groceries,0
70,754,4217.382245434645,2024-06-14 16:07:50.976357,purchase,travel,0
71,793,1959.9203323833433,2024-06-14 16:08:50.976357,purchase,electronics,0
72,246,6039.079852850306,2024-06-14 16:09:50.976357,payment,entertainment,0
73,200,4680.1828777423125,2024-06-14 16:10:50.976357,payment,clothing,1
74,572,8811.615812843937,2024-06-14 16:11:50.976357,withdrawal,entertainment,0
75,762,8331.60364672379,2024-06-14 16:12:50.976357,transfer,travel,0
76,257,1155.0510033748942,2024-06-14 16:13:50.976357,purchase,groceries,0
77,682,4046.97061394138,2024-06-14 16:14:50.976357,purchase,entertainment,0
78,766,6131.706729469196,2024-06-14 16:15:50.976357,transfer,entertainment,0
79,384,1810.8188509389058,2024-06-14 16:16:50.976357,transfer,entertainment,0
80,490,2319.625029359125,2024-06-14 16:17:50.976357,purchase,clothing,0
81,631,3792.129277237525,2024-06-14 16:18:50.976357,withdrawal,groceries,0
82,327,3851.988943173267,2024-06-14 16:19:50.976357,withdrawal,entertainment,0
83,285,321.3039440269644,2024-06-14 16:20:50.976357,withdrawal,groceries,0
84,278,5812.67362257247,2024-06-14 16:21:50.976357,withdrawal,travel,0
85,378,7747.834738237371,2024-06-14 16:22:50.976357,purchase,clothing,0
86,589,8811.706104097486,2024-06-14 16:23:50.976357,transfer,electronics,0
87,743,8788.909148450068,2024-06-14 16:24:50.976357,transfer,electronics,0
88,256,1136.8319938833304,2024-06-14 16:25:50.976357,purchase,travel,0
89,706,9712.130533888567,2024-06-14 16:26:50.976357,withdrawal,electronics,0
90,802,4166.6435644671865,2024-06-14 16:27:50.976357,purchase,entertainment,0
91,100,2550.8039866041704,2024-06-14 16:28:50.976357,purchase,groceries,0
92,543,2480.809702874107,2024-06-14 16:29:50.976357,withdrawal,travel,0
93,149,9587.781477965407,2024-06-14 16:30:50.976357,transfer,electronics,0
94,810,678.7118510113596,2024-06-14 16:31:50.976357,withdrawal,travel,0
95,760,8236.448229120382,2024-06-14 16:32:50.976357,withdrawal,entertainment,0
96,508,7586.012536776392,2024-06-14 16:33:50.976357,purchase,electronics,0
97,802,6773.080648096332,2024-06-14 16:34:50.976357,withdrawal,groceries,0
98,926,7067.064148951955,2024-06-14 16:35:50.976357,transfer,entertainment,0
99,580,4671.827626853825,2024-06-14 16:36:50.976357,payment,travel,0
100,871,2420.463282787972,2024-06-14 16:37:50.976357,payment,clothing,0
101,391,7948.568782349553,2024-06-14 16:38:50.976357,payment,electronics,0
102,840,6162.914340208632,2024-06-14 16:39:50.976357,transfer,travel,0
103,765,3499.403352259281,2024-06-14 16:40:50.976357,payment,clothing,0
104,788,2159.837420678603,2024-06-14 16:41:50.976357,purchase,travel,0
105,721,2070.5177289807193,2024-06-14 16:42:50.976357,payment,clothing,1
106,705,6906.157602959516,2024-06-14 16:43:50.976357,withdrawal,travel,0
107,647,7817.803336785323,2024-06-14 16:44:50.976357,payment,groceries,0
108,760,2928.2015147921347,2024-06-14 16:45:50.976357,transfer,groceries,0
109,726,3241.7855918126074,2024-06-14 16:46:50.976357,withdrawal,groceries,0
110,781,665.800825263172,2024-06-14 16:47:50.976357,withdrawal,clothing,0
111,231,5396.9517010960635,2024-06-14 16:48:50.976357,payment,clothing,0
112,853,8970.275453791886,2024-06-14 16:49:50.976357,payment,clothing,0
113,557,1665.171770955644,2024-06-14 16:50:50.976357,withdrawal,clothing,0
114,939,1374.5629939464907,2024-06-14 16:51:50.976357,purchase,groceries,0
115,714,2177.885588843948,2024-06-14 16:52:50.976357,transfer,travel,0
116,412,9115.678480978853,2024-06-14 16:53:50.976357,withdrawal,travel,0
117,897,1011.1958994546944,2024-06-14 16:54:50.976357,payment,groceries,0
118,866,3860.1480439430693,2024-06-14 16:55:50.976357,purchase,entertainment,0
119,422,6273.759785500777,2024-06-14 16:56:50.976357,withdrawal,clothing,0
120,642,9502.308060372612,2024-06-14 16:57:50.976357,purchase,clothing,0
121,670,1593.7214895659188,2024-06-14 16:58:50.976357,purchase,electronics,0
122,705,4275.624488525793,2024-06-14 16:59:50.976357,purchase,travel,0
123,796,2792.411138669773,2024-06-14 17:00:50.976357,payment,clothing,0
124,921,2952.235308058182,2024-06-14 17:01:50.976357,purchase,clothing,0
125,566,190.7522278127681,2024-06-14 17:02:50.976357,transfer,clothing,0
126,771,2948.5887809707465,2024-06-14 17:03:50.976357,payment,entertainment,0
127,376,6524.868745304872,2024-06-14 17:04:50.976357,transfer,clothing,0
128,880,3998.2509274788285,2024-06-14 17:05:50.976357,purchase,groceries,1
129,833,697.4437767305087,2024-06-14 17:06:50.976357,withdrawal,entertainment,0
130,421,9574.886203845275,2024-06-14 17:07:50.976357,transfer,clothing,0
131,360,8348.172113725797,2024-06-14 17:08:50.976357,withdrawal,electronics,0
132,907,6559.587734249157,2024-06-14 17:09:50.976357,withdrawal,groceries,0
133,215,4426.884249067328,2024-06-14 17:10:50.976357,transfer,electronics,0
134,545,4113.725256326887,2024-06-14 17:11:50.976357,withdrawal,entertainment,0
135,913,9742.317956584613,2024-06-14 17:12:50.976357,transfer,entertainment,0
136,922,8263.748709171163,2024-06-14 17:13:50.976357,payment,entertainment,1
137,500,9495.738989237772,2024-06-14 17:14:50.976357,transfer,entertainment,0
138,158,7492.569639402269,2024-06-14 17:15:50.976357,withdrawal,clothing,1
139,257,5173.0420838211885,2024-06-14 17:16:50.976357,payment,electronics,0
140,432,6378.064509774015,2024-06-14 17:17:50.976357,payment,groceries,0
141,527,9516.682125108244,2024-06-14 17:18:50.976357,withdrawal,groceries,0
142,821,1667.5324808409687,2024-06-14 17:19:50.976357,payment,electronics,0
143,511,3765.7070183993756,2024-06-14 17:20:50.976357,payment,entertainment,0
144,482,1096.8653015444015,2024-06-14 17:21:50.976357,transfer,groceries,0
145,717,6111.2953946947055,2024-06-14 17:22:50.976357,purchase,clothing,1
146,174,924.9250391188764,2024-06-14 17:23:50.976357,payment,groceries,0
147,830,6032.643693631259,2024-06-14 17:24:50.976357,withdrawal,travel,0
148,754,2658.823052160183,2024-06-14 17:25:50.976357,withdrawal,electronics,0
149,181,8669.638850461479,2024-06-14 17:26:50.976357,payment,electronics,0
150,124,438.71776402749913,2024-06-14 17:27:50.976357,withdrawal,travel,0
151,836,5935.494080925396,2024-06-14 17:28:50.976357,transfer,travel,0
152,430,4734.669194773325,2024-06-14 17:29:50.976357,purchase,electronics,0
153,848,9262.36164087217,2024-06-14 17:30:50.976357,transfer,electronics,0
154,127,5780.236509286015,2024-06-14 17:31:50.976357,purchase,travel,0
155,321,4797.03042825806,2024-06-14 17:32:50.976357,withdrawal,electronics,0
156,373,5752.9015224905925,2024-06-14 17:33:50.976357,payment,entertainment,0
157,596,5496.323895373649,2024-06-14 17:34:50.976357,transfer,groceries,0
158,498,3705.885188009661,2024-06-14 17:35:50.976357,payment,groceries,0
159,803,7455.67748893725,2024-06-14 17:36:50.976357,purchase,clothing,0
160,207,9151.349851314213,2024-06-14 17:37:50.976357,withdrawal,groceries,0
161,743,4755.842478249771,2024-06-14 17:38:50.976357,withdrawal,groceries,0
162,572,5931.5860767125805,2024-06-14 17:39:50.976357,transfer,clothing,0
163,558,163.75637390443612,2024-06-14 17:40:50.976357,transfer,electronics,0
164,475,6725.857466011115,2024-06-14 17:41:50.976357,withdrawal,clothing,0
165,178,2340.7828318312622,2024-06-14 17:42:50.976357,withdrawal,electronics,0
166,606,3283.127780843831,2024-06-14 17:43:50.976357,payment,entertainment,0
167,965,9937.268619314284,2024-06-14 17:44:50.976357,withdrawal,groceries,0
168,669,6320.717527694034,2024-06-14 17:45:50.976357,payment,clothing,0
169,459,4785.805823374427,2024-06-14 17:46:50.976357,purchase,clothing,0
170,248,1393.3534942081696,2024-06-14 17:47:50.976357,withdrawal,groceries,0
171,577,5202.908187931427,2024-06-14 17:48:50.976357,purchase,electronics,1
172,861,3849.006885001216,2024-06-14 17:49:50.976357,withdrawal,groceries,0
173,356,8560.71121642732,2024-06-14 17:50:50.976357,purchase,entertainment,0
174,817,8140.071634862912,2024-06-14 17:51:50.976357,purchase,electronics,0
175,759,3326.9512884629917,2024-06-14 17:52:50.976357,transfer,entertainment,0
176,799,7897.750372622867,2024-06-14 17:53:50.976357,withdrawal,electronics,0
177,777,7329.971485471012,2024-06-14 17:54:50.976357,withdrawal,entertainment,0
178,649,4165.098258253477,2024-06-14 17:55:50.976357,transfer,groceries,0
179,689,3012.03141579024,2024-06-14 17:56:50.976357,purchase,electronics,0
180,493,8717.327896205688,2024-06-14 17:57:50.976357,withdrawal,electronics,0
181,726,6611.59020433689,2024-06-14 17:58:50.976357,transfer,clothing,0
182,558,6942.618334004789,2024-06-14 17:59:50.976357,transfer,travel,0
183,614,4472.213761329233,2024-06-14 18:00:50.976357,purchase,groceries,0
184,759,3853.812666621777,2024-06-14 18:01:50.976357,transfer,entertainment,0
185,799,5803.546018862365,2024-06-14 18:02:50.976357,transfer,groceries,0
186,915,4134.8711500029085,2024-06-14 18:03:50.976357,payment,groceries,0
187,974,4812.666167870481,2024-06-14 18:04:50.976357,payment,electronics,0
188,736,2972.4443126270858,2024-06-14 18:05:50.976357,withdrawal,travel,0
189,193,2440.748496153976,2024-06-14 18:06:50.976357,purchase,electronics,0
190,765,4896.754385603836,2024-06-14 18:07:50.976357,withdrawal,groceries,0
191,763,3632.010840810361,2024-06-14 18:08:50.976357,purchase,travel,1
192,685,5466.054084195057,2024-06-14 18:09:50.976357,payment,clothing,1
193,612,5571.702743611989,2024-06-14 18:10:50.976357,transfer,clothing,0
194,312,7528.10526089578,2024-06-14 18:11:50.976357,transfer,electronics,0
195,622,6517.627697683033,2024-06-14 18:12:50.976357,withdrawal,clothing,0
196,237,1680.210809518624,2024-06-14 18:13:50.976357,transfer,groceries,0
197,112,3879.3750487427237,2024-06-14 18:14:50.976357,transfer,travel,0
198,339,7056.438379890629,2024-06-14 18:15:50.976357,payment,travel,0
199,491,6061.362279009984,2024-06-14 18:16:50.976357,transfer,electronics,0
200,921,9762.222934908681,2024-06-14 18:17:50.976357,purchase,entertainment,0
201,814,4004.471192510139,2024-06-14 18:18:50.976357,withdrawal,travel,1
202,933,9166.09593071246,2024-06-14 18:19:50.976357,withdrawal,entertainment,0
203,774,544.386885712806,2024-06-14 18:20:50.976357,payment,clothing,0
204,479,542.6379184476525,2024-06-14 18:21:50.976357,payment,clothing,0
205,242,4688.827659822298,2024-06-14 18:22:50.976357,transfer,clothing,0
206,906,6500.089217860329,2024-06-14 18:23:50.976357,purchase,electronics,0
207,100,5347.622447946504,2024-06-14 18:24:50.976357,transfer,electronics,0
208,153,4257.999978848309,2024-06-14 18:25:50.976357,withdrawal,entertainment,0
209,836,8034.195133760745,2024-06-14 18:26:50.976357,purchase,electronics,0
210,700,6057.745449993534,2024-06-14 18:27:50.976357,purchase,travel,0
211,564,6909.339971569975,2024-06-14 18:28:50.976357,withdrawal,electronics,0
212,857,3379.1089565526718,2024-06-14 18:29:50.976357,purchase,groceries,0
213,928,1124.132564453425,2024-06-14 18:30:50.976357,transfer,clothing,0
214,840,9362.343602246885,2024-06-14 18:31:50.976357,purchase,electronics,0
215,138,8120.395226993518,2024-06-14 18:32:50.976357,payment,entertainment,0
216,847,2554.3803698327565,2024-06-14 18:33:50.976357,payment,groceries,0
217,678,3077.2191424764155,2024-06-14 18:34:50.976357,withdrawal,travel,0
218,671,5012.793607409154,2024-06-14 18:35:50.976357,payment,groceries,0
219,866,9501.621601475887,2024-06-14 18:36:50.976357,purchase,clothing,0
220,742,6673.135309159087,2024-06-14 18:37:50.976357,transfer,entertainment,0
221,310,1118.8592910391005,2024-06-14 18:38:50.976357,payment,clothing,0
222,413,9646.890104781245,2024-06-14 18:39:50.976357,purchase,entertainment,0
223,251,6373.874032994753,2024-06-14 18:40:50.976357,transfer,travel,0
224,546,9306.461175032056,2024-06-14 18:41:50.976357,payment,clothing,0
225,737,3753.133912596402,2024-06-14 18:42:50.976357,withdrawal,entertainment,1
226,596,7426.514035976171,2024-06-14 18:43:50.976357,payment,entertainment,0
227,457,1329.7774117597896,2024-06-14 18:44:50.976357,payment,entertainment,0
228,791,2075.4346656673833,2024-06-14 18:45:50.976357,withdrawal,travel,1
229,497,7246.334232355081,2024-06-14 18:46:50.976357,transfer,groceries,0
230,526,753.1873016448585,2024-06-14 18:47:50.976357,payment,entertainment,0
231,443,4931.130683136704,2024-06-14 18:48:50.976357,payment,clothing,1
232,321,9486.775448381355,2024-06-14 18:49:50.976357,withdrawal,clothing,0
233,840,964.7864057196075,2024-06-14 18:50:50.976357,purchase,entertainment,1
234,608,614.546995319217,2024-06-14 18:51:50.976357,withdrawal,electronics,0
235,991,3163.4381863998533,2024-06-14 18:52:50.976357,purchase,electronics,0
236,161,8130.375308697816,2024-06-14 18:53:50.976357,purchase,electronics,0
237,368,6686.002998030623,2024-06-14 18:54:50.976357,transfer,electronics,0
238,546,760.0100268017387,2024-06-14 18:55:50.976357,payment,groceries,0
239,260,5953.606661672395,2024-06-14 18:56:50.976357,purchase,clothing,0
240,339,3873.9895500848656,2024-06-14 18:57:50.976357,withdrawal,travel,0
241,388,713.4992816712443,2024-06-14 18:58:50.976357,withdrawal,travel,0
242,206,114.48077697771322,2024-06-14 18:59:50.976357,purchase,electronics,0
243,401,5539.373942016058,2024-06-14 19:00:50.976357,transfer,travel,0
244,722,7699.277553500593,2024-06-14 19:01:50.976357,purchase,clothing,0
245,972,9320.581324674517,2024-06-14 19:02:50.976357,transfer,travel,0
246,545,7897.230628144003,2024-06-14 19:03:50.976357,withdrawal,travel,0
247,305,2698.7446445385217,2024-06-14 19:04:50.976357,withdrawal,electronics,0
248,767,5481.856756253197,2024-06-14 19:05:50.976357,payment,entertainment,0
249,198,962.0264263357242,2024-06-14 19:06:50.976357,withdrawal,clothing,0
250,909,5797.025745976281,2024-06-14 19:07:50.976357,purchase,entertainment,0
251,522,3877.709270059178,2024-06-14 19:08:50.976357,purchase,clothing,0
252,258,7659.354213049654,2024-06-14 19:09:50.976357,payment,travel,0
253,653,291.8293345143181,2024-06-14 19:10:50.976357,purchase,groceries,0
254,554,6266.380159617567,2024-06-14 19:11:50.976357,payment,travel,0
255,938,2568.5348266427686,2024-06-14 19:12:50.976357,payment,electronics,0
256,966,7445.758655279745,2024-06-14 19:13:50.976357,purchase,entertainment,0
257,589,9871.397054096295,2024-06-14 19:14:50.976357,payment,travel,0
258,875,7715.146063278976,2024-06-14 19:15:50.976357,purchase,travel,0
259,162,1058.8684910450293,2024-06-14 19:16:50.976357,payment,clothing,0
260,966,2145.750777145596,2024-06-14 19:17:50.976357,transfer,groceries,0
261,263,1958.5361489123777,2024-06-14 19:18:50.976357,transfer,electronics,0
262,199,4315.533430247101,2024-06-14 19:19:50.976357,transfer,groceries,0
263,942,1101.221759353593,2024-06-14 19:20:50.976357,payment,entertainment,0
264,929,9891.404376423356,2024-06-14 19:21:50.976357,withdrawal,entertainment,0
265,414,5416.700484089113,2024-06-14 19:22:50.976357,transfer,travel,0
266,145,655.7627222433445,2024-06-14 19:23:50.976357,payment,entertainment,0
267,283,3498.719803939148,2024-06-14 19:24:50.976357,purchase,electronics,1
268,583,3504.169381216825,2024-06-14 19:25:50.976357,withdrawal,entertainment,0
269,659,5382.94941485557,2024-06-14 19:26:50.976357,withdrawal,travel,0
270,225,177.91193129964475,2024-06-14 19:27:50.976357,transfer,clothing,0
271,151,8692.976031081596,2024-06-14 19:28:50.976357,transfer,entertainment,0
272,242,2082.880152068927,2024-06-14 19:29:50.976357,withdrawal,electronics,0
273,374,6861.1850674119905,2024-06-14 19:30:50.976357,withdrawal,travel,0
274,297,8301.521498806596,2024-06-14 19:31:50.976357,payment,electronics,0
275,543,5595.566710222609,2024-06-14 19:32:50.976357,transfer,groceries,0
276,293,1886.0000176074054,2024-06-14 19:33:50.976357,transfer,groceries,0
277,911,4752.484091816043,2024-06-14 19:34:50.976357,transfer,clothing,0
278,507,7083.677530146181,2024-06-14 19:35:50.976357,transfer,travel,0
279,865,784.8063282976694,2024-06-14 19:36:50.976357,transfer,clothing,0
280,300,3711.008146057954,2024-06-14 19:37:50.976357,transfer,groceries,0
281,241,9235.214160545143,2024-06-14 19:38:50.976357,purchase,groceries,0
282,463,1410.2603342523505,2024-06-14 19:39:50.976357,payment,travel,0
283,339,6582.519636277122,2024-06-14 19:40:50.976357,transfer,groceries,0
284,507,3287.476163858347,2024-06-14 19:41:50.976357,withdrawal,entertainment,0
285,705,5476.409737638286,2024-06-14 19:42:50.976357,payment,entertainment,0
286,202,5552.746590220103,2024-06-14 19:43:50.976357,payment,entertainment,0
287,377,1735.9183605527785,2024-06-14 19:44:50.976357,transfer,entertainment,0
288,637,6126.125365599347,2024-06-14 19:45:50.976357,transfer,travel,0
289,100,3230.0606358569794,2024-06-14 19:46:50.976357,payment,travel,0
290,403,2900.982951560837,2024-06-14 19:47:50.976357,withdrawal,groceries,0
291,133,9863.154097356955,2024-06-14 19:48:50.976357,transfer,clothing,0
292,330,4386.632524832487,2024-06-14 19:49:50.976357,transfer,groceries,0
293,574,730.6237235079319,2024-06-14 19:50:50.976357,withdrawal,groceries,0
294,687,7126.361159860134,2024-06-14 19:51:50.976357,purchase,groceries,0
295,514,5523.966193080024,2024-06-14 19:52:50.976357,transfer,electronics,0
296,424,6263.6554236995,2024-06-14 19:53:50.976357,transfer,groceries,0
297,762,5900.70066158618,2024-06-14 19:54:50.976357,payment,electronics,0
298,147,4586.066482254797,2024-06-14 19:55:50.976357,payment,groceries,0
299,401,780.6079282479217,2024-06-14 19:56:50.976357,transfer,entertainment,0
300,768,5246.1890018181075,2024-06-14 19:57:50.976357,purchase,electronics,0
301,470,2840.894862137787,2024-06-14 19:58:50.976357,purchase,electronics,0
302,821,266.0024093467682,2024-06-14 19:59:50.976357,purchase,clothing,1
303,680,9536.312446993625,2024-06-14 20:00:50.976357,withdrawal,travel,0
304,212,3178.5305616006353,2024-06-14 20:01:50.976357,transfer,travel,0
305,466,6565.413601238885,2024-06-14 20:02:50.976357,payment,travel,0
306,852,2626.1585350847386,2024-06-14 20:03:50.976357,payment,clothing,1
307,237,4097.065470577339,2024-06-14 20:04:50.976357,payment,groceries,0
308,792,4435.055366602757,2024-06-14 20:05:50.976357,payment,travel,0
309,706,1299.8477727529232,2024-06-14 20:06:50.976357,purchase,travel,0
310,599,6086.172677365942,2024-06-14 20:07:50.976357,withdrawal,clothing,0
311,600,8323.457691938078,2024-06-14 20:08:50.976357,payment,groceries,0
312,932,7021.168420907848,2024-06-14 20:09:50.976357,transfer,travel,1
313,768,6820.4537914761495,2024-06-14 20:10:50.976357,transfer,electronics,1
314,579,8974.27682271302,2024-06-14 20:11:50.976357,payment,electronics,0
315,928,2287.615645973463,2024-06-14 20:12:50.976357,withdrawal,travel,0
316,193,8669.00971312462,2024-06-14 20:13:50.976357,withdrawal,electronics,0
317,447,5084.814275864037,2024-06-14 20:14:50.976357,withdrawal,entertainment,0
318,507,4262.065045948962,2024-06-14 20:15:50.976357,transfer,electronics,0
319,885,3915.389895948044,2024-06-14 20:16:50.976357,withdrawal,entertainment,0
320,572,8011.525980866481,2024-06-14 20:17:50.976357,purchase,entertainment,0
321,468,5839.889665949249,2024-06-14 20:18:50.976357,transfer,electronics,0
322,991,4712.92269647062,2024-06-14 20:19:50.976357,withdrawal,entertainment,0
323,955,4375.005471389715,2024-06-14 20:20:50.976357,transfer,entertainment,0
324,566,4429.322722574934,2024-06-14 20:21:50.976357,payment,electronics,1
325,401,3561.6015734387324,2024-06-14 20:22:50.976357,purchase,travel,0
326,997,7812.229454772976,2024-06-14 20:23:50.976357,withdrawal,travel,0
327,790,3657.4413021917594,2024-06-14 20:24:50.976357,purchase,groceries,0
328,439,6722.055584213803,2024-06-14 20:25:50.976357,transfer,electronics,0
329,474,8967.77049541382,2024-06-14 20:26:50.976357,payment,electronics,0
330,974,2227.4933080643073,2024-06-14 20:27:50.976357,transfer,entertainment,0
331,793,4104.766524244318,2024-06-14 20:28:50.976357,withdrawal,travel,0
332,366,4978.7832399208255,2024-06-14 20:29:50.976357,transfer,entertainment,0
333,859,2774.9990270936228,2024-06-14 20:30:50.976357,purchase,travel,0
334,502,4551.797766567124,2024-06-14 20:31:50.976357,payment,clothing,0
335,670,2428.2649589121215,2024-06-14 20:32:50.976357,payment,entertainment,1
336,707,7563.313944346318,2024-06-14 20:33:50.976357,transfer,electronics,0
337,715,4003.367130251503,2024-06-14 20:34:50.976357,payment,clothing,0
338,739,3262.0839523055033,2024-06-14 20:35:50.976357,purchase,groceries,0
339,955,4688.982769327458,2024-06-14 20:36:50.976357,withdrawal,groceries,0
340,142,9342.07542900962,2024-06-14 20:37:50.976357,transfer,electronics,0
341,423,5986.136790845195,2024-06-14 20:38:50.976357,payment,electronics,1
342,105,6418.60514771139,2024-06-14 20:39:50.976357,payment,clothing,0
343,238,6626.561334253127,2024-06-14 20:40:50.976357,purchase,electronics,0
344,120,8979.392162109349,2024-06-14 20:41:50.976357,transfer,electronics,1
345,249,5034.56356746503,2024-06-14 20:42:50.976357,transfer,groceries,1
346,350,4840.106585570498,2024-06-14 20:43:50.976357,withdrawal,entertainment,1
347,314,7304.48889557092,2024-06-14 20:44:50.976357,payment,electronics,0
348,956,1780.1351793720412,2024-06-14 20:45:50.976357,payment,entertainment,0
349,344,5699.011226711001,2024-06-14 20:46:50.976357,payment,clothing,0
350,872,8675.542189870568,2024-06-14 20:47:50.976357,purchase,clothing,0
351,310,2491.607082046884,2024-06-14 20:48:50.976357,payment,electronics,1
352,541,3331.751892065275,2024-06-14 20:49:50.976357,payment,electronics,0
353,724,8575.4242216106,2024-06-14 20:50:50.976357,transfer,groceries,0
354,613,8575.496393089641,2024-06-14 20:51:50.976357,withdrawal,travel,0
355,215,5713.948055745309,2024-06-14 20:52:50.976357,purchase,electronics,0
356,119,1585.3902937472644,2024-06-14 20:53:50.976357,withdrawal,electronics,0
357,847,1391.2421674643997,2024-06-14 20:54:50.976357,transfer,travel,0
358,268,3873.345656367839,2024-06-14 20:55:50.976357,withdrawal,groceries,0
359,702,1325.1032719881828,2024-06-14 20:56:50.976357,purchase,entertainment,0
360,528,4222.909039222591,2024-06-14 20:57:50.976357,withdrawal,clothing,0
